category,owner,risk,next_action,count,severity,source,first_path,first_line,last_path,last_line,signature
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211055,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211831,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_el_mykara_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near lin
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211056,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211832,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_el_necrophage_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211050,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211826,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_elder_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211051,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211827,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_elven_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211057,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211833,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_empyreal_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211058,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211834,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_empyreal_hive_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211059,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211835,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_empyreal_machine_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211060,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211836,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_eternal_empire]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near l
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211061,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211837,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_eternal_empire_machine]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211062,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211838,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_evil_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n>
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211063,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211839,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_extra_dimensional_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt:
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211064,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211840,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_factory_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211065,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211841,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_fairy_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211066,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211842,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_first_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211074,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211850,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_gaseous_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211075,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211851,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_gdi_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n>
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211077,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211853,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_gloom_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211079,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211855,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_grey_tempesttw]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near l
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211080,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211856,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_hg_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n>
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211081,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211857,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_highborne]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211082,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211858,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_holofrixit_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near li
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211083,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211859,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_horrorworm_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near li
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211084,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211860,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_humanb]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n>
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",4,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211085,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,211861,megastructure_type.cpp:<line>: giga_consite_7_7_entity is not a valid entity for gfx culture [cr_hw_03]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n>
